번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,입소정원,자격소유인원수,총인원수,위치정보(X),위치정보(Y),상세영업상태명
328,풍년노인교실,서울특별시 강남구 도곡동 959-2번지 ,,19910520,운영중,,,,,,,63,0,0,203065.9258,442784.2489,운영
329,한빛행복학교 노인교실,서울특별시 강남구 개포동 한빛선교교회 ,,20150306,운영중,,,,,,,55,3,3,,,운영
330,서대문성당성심회노인교실,서울특별시 서대문구 냉천동 서대문성당 ,,20100729,운영중,,,,,,,100,,3,,,운영
331,아현동성당노인대학 노인교실,서울특별시 서대문구 북아현동 9-1번지 ,,20080502,운영중,,,,,,,70,1,3,196182.4359,450709.3522,운영
332,바오르노인교실,서울특별시 서대문구 연희동 334-37번지 ,,20050404,운영중,,,,,,,70,0,4,193705.0687,451251.4134,운영
333,가재울시니어아카데미,서울특별시 서대문구 남가좌동 ,,20050609,운영중,,,,,,,65,3,10,,,운영
334,연희노인교실,서울특별시 서대문구 연희동 301-1번지 ,,20050829,운영중,,,,20141201,,,150,0,5,193942.4019,451563.9254,운영
335,창천동 노인문화센타,서울특별시 서대문구 창천동 4-61번지 ,,20010312,운영중,,,,,,,60,1,3,194622.0348,450646.0693,운영
336,서현교회부설 노인교실,서울특별시 서대문구 북아현동 1-282번지 ,,20050106,운영중,,,,,,,80,0,3,196207.7704,451314.7849,운영
337,노후복지센타노인교실,서울특별시 서대문구 대현동 490-17번지 ,,19970131,운영중,,,,,,,350,0,1,,,운영
338,(사)대한노인회서대문구지회부설노인교실,서울특별시 서대문구 현저동 ,,19970530,운영중,,,,,,,50,0,1,,,운영
339,홍제노인교실,서울특별시 서대문구 홍제동 301-1번지 ,,19901129,운영중,,,,,,,102,0,1,195025.4585,454213.3033,운영
340,총신노인교실,서울특별시 서대문구 현저동 1-87번지 ,,19910208,운영중,,,,,,,80,0,2,195902.6304,452805.387,운영
